LogBIO,X260,X73,X251,X154,X190,X95,X87,X148,X203,X255,X226,X9,X85,X123,X212,X302,X103,X106,X234,X180,X16,X98,X35,X206,X298,X119,X117,X191,X186,X228,X44,X96,X198,X84,X188,X178,X6,X76,X146,X280,X137,X21,X49,X39,X29,X269,X185,X138,X134,X266,X270,X237,X13,X235,X80,X207,X37,X125,X121,X41,X26,X104,X91,X3,X143,X275,X179,X92,X189,X245,X112,X7,X286,X33,X5,X65,X68,X282,X293,X231,X74,X249,X230,X173,X159,X243,X290,X301,X108,X144,X233,X236,X276,X28,X218
8.638272,1.3634959999999998,0.752396,0.7071069999999999,0.491728,1.0,-0.395669,0.249941,0.0,0.0,-2.475064,0.0,2,-10.194068,0.33778800000000003,2.2721400000000003,0.0,-0.198353,0.030218000000000002,0.904365,19.249672,0,-0.961399,-0.619212,8.744035,1028.5,-5.12434,1,5.2877,4.811037000000001,0.0,0.8657889999999999,0.035792000000000004,3.500607,0.017698,0.10706099999999999,284.8241,34.14563,62.46264300000001,0.0,1.2837,38.28326,1.5777510000000001,16,-0.488447,2,0.027699,0,0.0,0.076961,5.125,0.012323,0.028515,15,0.188366,0.059171,7.473849,2.692501,22,0,2.738666,1,0.221068,0.76107,163.76074,94.550713,1.03494,159.92369,1.121988,0.265923,306.125,3.826264,0,5.289083,1.330301,621.05261,9.5009,0,2.624129,40.0,0.660054,14,0.5,4.200314,0.445964,14.412392,415.875,1283.5,0.0,9.0,64.304703,1.895578,0.062959,0.92374,0,9.100781
8.619789,1.381534,0.755405,7.0,0.603979,1.0,-0.382677,0.29275100000000004,0.0,0.0,-2.554882,0.0,2,-4.0013819999999996,0.30890300000000004,2.294827,0.0,-0.182594,0.025751999999999997,1.039293,19.249672,0,-0.96596,-0.597479,8.744035,1074.25,-4.416919999999999,0,4.0492,5.000628,0.0,0.834241,0.015558,3.500607,0.038892,0.084565,262.98553,71.637718,95.636574,0.0,0.758171,29.581946999999996,1.623147,16,-0.42225,3,0.05221900000000001,0,0.0,0.069198,10.625,0.026154000000000004,0.05834400000000001,15,0.266534,0.062678,7.473849,2.6722189999999997,22,0,2.555116,1,0.187749,1.128556,196.28217,151.58539,0.50452,159.92369,1.3913520000000001,0.210062,284.0,4.050977,0,0.0,1.310957,598.8367900000001,9.580569,0,3.7593449999999997,65.625,0.33168800000000004,15,0.5,5.516131,0.41389499999999996,14.412392,406.25,1360.875,0.0,9.212017999999999,64.304703,2.0023869999999997,0.11356300000000001,0.8347459999999999,0,9.204123
8.585027,1.361812,0.807054,0.7071069999999999,0.625559,1.0,-0.400192,0.295077,0.0,0.0,-2.624321,0.0,2,3.88047,0.44395500000000004,2.605117,1.875,-0.203964,0.048107,1.588932,60.239360999999995,1,-0.9869120000000001,-0.6239899999999999,3.185575,966.5,-4.51578,0,4.2142,4.670567,0.0,0.8351200000000001,0.033844,7.7595160000000005,0.006718000000000001,0.22423400000000002,216.53726,202.78298999999998,109.0836,0.0,0.92342,0.0,1.699212,16,-0.501206,3,0.077056,0,0.0,0.187828,6.125,0.022453,0.041011,15,0.49906300000000003,0.10664100000000001,10.230597,2.664854,22,0,2.570812,4,0.188088,1.5317459999999998,190.15787,140.96903999999998,1.188919,173.53996,2.266619,0.158128,195.5,3.711364,0,0.0,1.4733530000000001,441.65112,9.430391,0,3.547193,105.875,0.20811100000000002,14,0.5,6.037679,0.460246,39.045849,289.5,1404.125,5.875,9.24038,66.513245,2.459982,0.147526,1.29566,0,9.441019
8.552842,1.389489,0.772933,0.5,0.579978,1.0,-0.433742,0.369005,0.0,47.724434,-2.649343,11.365152,2,-16.471083,0.146586,1.5736370000000002,13.125,-0.19947,0.09446399999999999,1.142683,27.407622999999997,2,-1.0391190000000001,-0.5781189999999999,7.482575,1225.375,-4.79691,0,4.5985,5.569796,34.881084,0.815959,0.076673,3.500607,0.03955,0.13205699999999998,266.62665,176.82271,36.894135,17.238026,0.47468699999999997,54.091755000000006,1.648291,12,-0.465483,5,0.122627,0,0.0,0.135615,21.0,0.057930999999999996,0.117779,12,0.46775900000000004,0.008108,47.048491999999996,2.7399880000000003,26,0,2.712209,0,0.235504,1.9280490000000001,258.13953,120.15041000000001,0.665896,142.7739,1.9233650000000002,0.155024,305.375,3.4931419999999997,0,2.466133,1.062576,522.73376,10.774612,0,1.03703,134.0,0.130422,17,10.271319,1.494633,0.355098,62.28870799999999,412.125,1561.0,32.875,9.469388,60.921291000000004,2.157111,0.256738,0.626826,0,9.472241
8.508638000000001,1.371486,0.757022,6.576473,0.44681499999999996,1.0,-0.389928,0.31593899999999997,0.0,23.862217,-2.207958,0.0,2,-9.635753999999999,0.035636,1.243024,3.125,-0.21605700000000003,0.034937,1.133872,21.334460999999997,1,-0.952508,-0.640618,9.871757,1052.125,-4.81838,0,4.7371,5.931008,8.458519,0.854311,0.08140900000000001,3.500607,0.028431,0.112437,286.13122999999996,80.838387,57.227573,8.458519,1.6765189999999999,54.091755000000006,1.568167,12,-0.53808,1,0.086035,1,0.0,0.125773,10.625,0.033824,0.063479,12,0.395898,0.000488,0.0,2.740392,18,0,2.787909,1,0.193051,1.191406,204.10326,101.52965999999999,1.713416,163.07281,1.544,0.214797,247.625,4.747865,0,0.44288299999999997,1.326524,565.18262,9.335738000000001,0,1.5321930000000001,92.125,0.16283599999999998,17,0.5,1.316375,0.445767,43.567268,340.0,1366.5,8.125,9.467456,34.123089,2.2511240000000003,0.160247,1.9505,0,9.047935
8.443698,1.389181,0.748849,1.118034,0.582137,1.0,-0.41984099999999996,0.323764,0.0,23.862217,-2.472398,5.682576,2,-4.447497,0.163549,1.993738,5.375,-0.214428,0.038874,1.274851,30.449728000000004,1,-1.167822,-0.61746,7.596371,1158.25,-4.39911,0,4.1133,5.566433,17.440542,0.768996,0.052585,4.4107959999999995,0.050272000000000004,0.14206300000000002,269.49672999999996,130.71581,52.139526000000004,8.619013,0.8643559999999999,0.0,1.582881,16,-0.529892,4,0.081798,0,0.0,0.143229,17.875,0.048938,0.085627,15,0.364452,0.071515,7.473849,2.723462,27,0,2.7675419999999997,2,0.17849600000000002,1.572523,229.27922,125.34255,1.2938120000000002,155.65896999999998,1.614318,0.166735,290.0,3.758287,0,4.79333,1.161837,577.45135,10.899047999999999,0,4.595118,97.25,0.212056,16,1.118034,6.715955999999999,0.384191,54.961624,388.25,1524.875,14.25,10.092,66.414955,2.283268,0.14621800000000001,1.376053,0,9.593452000000001
8.39794,1.365907,0.7446689999999999,0.866025,0.5794279999999999,1.0,-0.420572,0.23366199999999998,12.949531,33.596336,-2.655026,0.0,3,-15.220932999999999,0.133203,1.9570400000000001,0.0,-0.193987,0.06779400000000001,1.177942,30.134758,0,-0.9673149999999999,-0.570285,13.109866,1051.0,-4.28771,0,4.235,5.125896,38.500972999999995,0.757926,-0.007781000000000001,4.4107959999999995,0.050174,0.170448,275.99222000000003,76.334885,34.578941,8.458519,0.943298,10.885261999999999,1.579839,10,-0.45499399999999995,4,0.097218,0,0.0,0.129328,14.75,0.041593,0.078388,9,0.445229,0.022112,7.409175,2.722547,27,0,2.764974,1,0.179979,0.8444530000000001,159.52957,160.82676999999998,1.157375,86.91900600000001,0.780475,0.22412800000000002,243.25,3.5831739999999996,0,2.361447,1.086028,606.40259,10.963061999999999,0,1.730011,112.5,0.15882000000000002,17,0.5,2.589629,0.226921,50.010021,354.625,1380.75,0.0,9.469388,19.495708,2.1329990000000003,0.189526,1.137384,0,9.475952000000001
8.39794,1.312096,0.690824,0.5,0.6198279999999999,1.0,-0.357427,0.275708,0.0,23.862217,-2.484364,11.365152,1,-6.337491,0.20544099999999998,2.0049740000000003,13.625,-0.197011,0.055288,0.9097780000000001,30.449728000000004,2,-1.163076,-0.49751899999999993,18.745884,965.125,-2.57896,0,2.93167,4.105338,17.440542,0.7039920000000001,0.058446000000000005,4.4107959999999995,0.010241,0.172586,216.0248,138.07265,55.160061,17.238026,0.783337,24.509808,1.406326,10,-0.43403800000000003,4,0.096774,0,0.0,0.1666,13.625,0.048047,0.099703,9,0.36512100000000003,0.351217,4.717102,2.779178,19,0,2.7694810000000003,0,0.154397,1.102282,166.03563,161.09601,0.5784729999999999,78.33107,0.820644,0.202551,249.5,2.583567,0,3.571361,1.464566,464.14232999999996,9.464638,3,1.660505,88.625,0.20584499999999997,11,7.17635,2.020696,0.223636,31.281246000000003,361.625,1178.375,33.25,7.552647,21.326929,1.785843,0.19375799999999999,0.5836899999999999,0,8.999751
8.387216,1.402334,0.760682,0.5,0.553048,1.0,-0.406069,0.298217,0.0,23.862217,-2.572394,5.682576,2,-4.044516000000001,0.20193,2.030944,5.25,-0.21160500000000002,0.032723,1.075368,30.449728000000004,1,-1.167822,-0.61725,11.096977,1213.25,-4.838419999999999,0,4.6276,5.578338,17.440542,0.8192879999999999,0.051346,7.911403,0.109878,0.14244400000000002,282.66895,128.53665,52.890736,8.619013,0.841476,29.581946999999996,1.617968,16,-0.52245,4,0.062827,0,0.0,0.149121,12.0,0.029960000000000004,0.068275,15,0.301494,0.09143899999999999,7.473849,2.723463,27,0,2.767772,1,0.184315,1.4445629999999998,217.0226,129.8623,0.431437,173.33228,1.772966,0.167183,336.375,3.9869589999999997,0,5.148978,1.164685,599.19739,11.277013,0,5.1477319999999995,83.25,0.252368,16,0.5,6.875839999999999,0.41434099999999996,43.05299,442.25,1544.0,14.5,10.092,66.414955,2.130799,0.134962,0.506141,0,9.595171
8.376750999999999,1.391143,0.703558,0.7071069999999999,0.591707,1.0,-0.41543,0.356252,0.0,0.0,-2.388811,5.682576,2,-6.623925,0.103208,1.671244,5.875,-0.204538,0.044868,1.0997190000000001,34.488403000000005,1,-0.9867360000000001,-0.6385460000000001,22.972897,1215.75,-4.5277400000000005,0,4.323554,5.868314,20.299505,0.829206,0.062537,0.0,0.037444,0.118657,255.34862,151.68907,81.180717,8.619013,0.9457040000000001,0.0,1.423424,16,-0.5078229999999999,4,0.044505,0,0.0,0.096647,6.125,0.018015,0.039771,15,0.269175,0.17040999999999998,7.473849,2.6765209999999997,22,0,2.6664689999999998,1,0.18549200000000002,1.453151,248.07742000000002,153.36903,0.993189,141.08946,1.3568129999999998,0.20539200000000002,317.25,4.002747,0,4.558086,1.097402,544.66516,9.95764,0,1.991428,65.0,0.314717,18,8.306624000000001,1.56794,0.366736,12.045527,423.25,1540.25,16.125,10.346939,56.631133999999996,2.3862400000000004,0.10469400000000001,1.067768,0,9.257195
8.346786999999999,1.347317,0.7556579999999999,0.5,0.48999499999999996,1.0,-0.404022,0.290173,0.0,0.0,-2.455184,0.0,2,-6.454816,0.336833,2.113877,2.5,-0.211603,0.060297,1.146882,24.513456,1,-0.9596040000000001,-0.643625,11.096977,1009.375,-4.57924,0,4.5947,4.654572,0.0,0.857068,0.051347000000000004,7.911403,0.017238999999999997,0.112233,265.60742,84.32991,65.586975,0.0,1.941102,29.581946999999996,1.5777510000000001,16,-0.522472,2,0.053690999999999996,0,0.0,0.128773,6.125,0.018300999999999998,0.035813,15,0.322148,0.065538,7.473849,2.714886,22,0,2.767001,1,0.21374400000000002,1.034178,182.19292,90.285324,1.3715,167.39601000000002,1.446991,0.22720900000000002,270.0,3.427289,0,5.356941,1.430741,543.54602,9.429501,0,6.201118,70.25,0.302602,14,6.689544000000001,8.049552,0.47157299999999996,30.000349,362.0,1362.625,7.0,8.56633,64.304703,2.254912,0.119689,1.4903879999999998,0,9.110237
8.337242,1.376147,0.7385729999999999,1.224745,0.44449399999999994,0.65625,-0.401947,0.364269,4.184601,48.171688,-2.544858,5.682576,2,-2.265718,0.119304,1.65337,6.0,-0.193129,0.070979,0.879102,48.762440000000005,1,-0.960349,-0.5746439999999999,7.596371,1292.375,-6.00055,1,5.0995,5.4471169999999995,10.105608,0.8091729999999999,0.072527,4.4107959999999995,0.021200999999999998,0.29256,286.10776,138.64896000000002,71.05587,8.619013,0.534356,98.03923,1.520808,21,-0.491558,3,0.05483300000000001,0,0.0,0.150795,6.125,0.016416,0.035677999999999994,19,0.36193800000000004,0.092613,12.619778,2.720899,30,0,2.771633,0,0.18474100000000002,1.8016720000000002,260.1608,118.69486,1.02554,184.40417,1.844746,0.163736,334.25,3.243344,0,0.0,0.993677,575.55157,12.896519,0,2.1789549999999998,91.75,0.261504,16,0.5,2.819585,0.45378999999999997,36.338017,449.25,1475.5,15.75,9.223141,49.127784999999996,2.025089,0.133003,1.176726,0,9.662849000000001
8.318759,1.322751,0.673063,0.7071069999999999,0.47397,1.0,-0.380287,0.275468,0.0,0.0,-2.574234,0.0,2,-8.300450999999999,0.326349,2.256887,0.0,-0.17890699999999998,0.142112,0.799132,0.0,0,-0.9607209999999999,-0.518887,21.135065,916.75,-4.75448,0,4.832319999999999,4.152215,0.0,0.643216,-0.069876,4.4107959999999995,0.012020999999999999,0.120524,304.18851,32.231918,97.08886,0.0,1.537292,63.483059,1.291844,12,-0.349603,2,0.034048,0,0.0,0.085393,6.0,0.016134,0.036529,12,0.194806,0.085534,0.0,2.767458,22,0,2.8080130000000003,1,0.092779,0.946232,173.49622,132.29603999999998,1.163635,106.52712,0.765455,0.23573899999999998,257.0,3.0767580000000003,0,5.0011779999999995,1.511709,597.59222,9.662161,2,2.3743279999999998,42.75,0.539008,12,0.7071069999999999,3.648965,0.287794,11.908636,371.875,1133.125,0.0,7.438016,34.123089,1.7509560000000002,0.073201,0.8426680000000001,0,9.131639999999999
8.30103,1.369521,0.8092520000000001,0.5,0.586629,1.0,-0.389726,0.303833,12.949531,23.862217,-2.517314,5.682576,3,-1.272561,0.140749,1.602934,1.125,-0.205094,0.058200999999999996,0.7928470000000001,18.711325,1,-1.161517,-0.5510390000000001,20.839975,1086.125,-4.94033,0,4.1271,5.123553,12.949531,0.715721,0.05884400000000001,0.0,0.028231,0.131433,272.7674,108.32478,65.371101,8.619013,0.9278129999999999,104.89936999999999,1.564094,12,-0.44242700000000007,2,0.081245,0,0.0,0.122841,14.5,0.034710000000000005,0.077338,12,0.340481,0.033763,0.0,2.716215,18,0,2.6992529999999997,0,0.15773800000000002,1.257565,205.10843,137.62431,0.884618,150.32904,1.3675540000000002,0.195605,307.125,5.123482,0,4.099189,1.445865,566.74475,9.883642,0,1.7295049999999998,94.0,0.194078,15,0.7071069999999999,2.454782,0.370483,31.660853999999997,417.75,1310.125,6.25,10.683761,61.92394300000001,1.805854,0.17938900000000002,1.228453,0,9.184135000000001
