LogBIO,X260,X73,X251,X154,X190,X95,X87,X148,X203,X255,X226,X9,X85,X123,X212,X302,X103,X106,X234,X180,X16,X98,X35,X206,X298,X119,X117,X191,X186,X228,X44,X96,X198,X84,X188,X178,X6,X76,X146,X280,X137,X21,X49,X39,X29,X269,X185,X138,X134,X266,X270,X237,X13,X235,X80,X207,X37,X125,X121,X41,X26,X104,X91,X3,X143,X275,X179,X92,X189,X245,X112,X7,X286,X33,X5,X65,X68,X282,X293,X231,X74,X249,X230,X173,X159,X243,X290,X301,X108,X144,X233,X236,X276,X28,X218
10.221849,1.365133,0.729173,1.224745,0.523465,1.0,-0.413142,0.347301,0.0,47.724434,-2.422193,5.682576,2,-4.486612999999999,0.107205,1.651287,5.625,-0.21605700000000003,0.052657,1.109504,27.270733,1,-1.1696540000000002,-0.640618,3.185575,1120.375,-4.26739,0,3.2171,5.53368,46.198566,0.854311,0.08088200000000001,0.0,0.087885,0.132266,281.57162,115.00421999999999,67.324409,17.077532,1.677098,36.764713,1.544846,12,-0.53808,3,0.102266,1,0.0,0.113943,17.25,0.049507999999999996,0.09170199999999999,12,0.399357,0.001391,2.7567470000000003,2.8041139999999998,23,0,2.7289529999999997,1,0.193051,1.7566509999999997,238.33192000000003,103.70945999999999,1.879688,149.47351,1.7501080000000002,0.165678,283.0,3.756958,0,3.483747,1.213316,571.23517,10.20562,0,3.714744,102.375,0.155909,17,6.538348,5.200094,0.377335,52.128899,368.625,1431.75,15.25,10.08,64.60258499999999,2.223673,0.187192,1.9100810000000001,0,9.377544
9.49485,1.286144,0.723258,10.700467,0.521438,0.0,-0.448808,0.328509,0.0,0.0,-2.407655,0.0,3,-11.54585,0.377535,2.335394,6.75,-0.22503800000000002,0.045727,1.108017,23.30262,3,-0.9276209999999999,-0.649388,29.268978000000004,879.25,-3.49358,0,3.43114,3.630371,0.0,0.859824,0.129572,0.0,0.015314,0.13089,207.06644,128.03233,58.72274,0.0,1.7187700000000001,31.002581,1.4207,12,-0.576086,1,0.14482799999999998,0,0.0,0.125325,13.5,0.054553,0.115383,12,0.538317,0.054137,6.37115,2.671189,20,0,2.740696,0,0.243616,1.129415,177.50682,73.996841,2.056955,78.94785300000001,0.781594,0.235602,192.125,2.139208,0,1.397027,1.657043,412.3082,8.237996,1,3.214813,115.25,0.127576,10,0.5,4.686978,0.271418,54.275139,284.125,1108.875,17.0,6.378698,29.78545,2.077179,0.290356,1.2802870000000002,0,8.79771
9.30103,1.28152,0.6619470000000001,0.5,0.46171999999999996,1.0,-0.344141,0.253961,0.0,0.0,-2.8590709999999997,0.0,2,-0.7152430000000001,0.22589800000000002,1.949611,2.0,-0.18396300000000002,0.070755,0.632741,7.7675410000000005,1,-0.9286770000000001,-0.46143,24.320639,943.5,-5.21082,0,4.94024,4.011316000000001,0.0,0.666461,-0.007156999999999999,4.4107959999999995,0.008556,0.12703299999999998,315.83688,32.287102000000004,111.62685,0.0,0.405537,142.02736000000002,1.208386,12,-0.409896,1,0.047299,0,0.0,0.13842000000000002,7.0,0.019057,0.039737,12,0.227321,0.08330800000000001,0.0,2.834089,26,0,2.870104,0,0.133994,0.8276600000000001,153.28056,123.3691,0.514253,104.59456999999999,0.716,0.248466,287.5,2.511602,0,3.343664,1.463646,571.27124,10.532364,3,1.966584,52.75,0.36228,11,1.118034,2.200666,0.287775,18.091713000000002,387.0,1101.625,5.375,6.768014,34.123089,1.7495169999999998,0.108525,0.878411,0,9.249929
9.130768,1.303008,0.7342569999999999,0.866025,0.499616,0.625,-0.405546,0.345149,0.0,0.0,-2.5583650000000002,0.0,2,2.7823189999999998,0.288132,2.071339,0.0,-0.194477,0.049298,1.189567,29.00082,0,-0.952011,-0.613057,3.185575,875.375,-4.4002300000000005,0,4.6276,4.131316,0.0,0.81803,0.017693,0.0,0.005604,0.129854,233.14627000000002,57.321827,63.386382999999995,0.0,0.763274,12.254904,1.451908,16,-0.45327799999999996,2,0.031281,0,0.0,0.09156,5.625,0.017449,0.038037,15,0.24736799999999998,0.079137,10.659424000000001,2.5629869999999997,22,0,2.601531,2,0.184827,1.08446,194.51936,92.635666,1.212553,156.41859,1.207655,0.257716,221.125,2.556588,0,0.0,1.481603,506.25820999999996,8.061599000000001,0,2.170391,43.875,0.588037,12,0.5,5.235208,0.501711,23.817272,322.375,1150.75,0.0,7.318869,45.088024,2.142041,0.06464,0.640421,0,8.892816
9.036211999999999,1.311385,0.750437,8.124039,0.552373,1.0,-0.421483,0.17362,12.949531,23.862217,-2.250369,5.682576,2,1.59141,0.409137,1.9039990000000002,6.625,-0.129701,0.147734,0.885207,23.975109,2,-1.161611,-0.46366499999999994,24.340582,855.375,-3.4069,0,2.83067,3.6591129999999996,12.949531,0.639538,-0.021452000000000002,3.500607,0.03464,0.156547,229.39389,115.91691000000002,56.966106,8.619013,1.4427,67.077301,1.577918,6,-0.324306,2,0.17188699999999998,0,0.0,0.130471,23.875,0.08371100000000001,0.139549,6,0.549358,0.534934,0.0,2.740914,11,0,2.7281880000000003,0,0.175832,0.6033310000000001,101.27655,113.8475,1.528661,68.0205,0.692873,0.233026,190.875,3.862779,0,3.0724240000000003,1.980841,467.40475,8.512872,1,2.443445,131.25,0.109116,11,1.870829,3.714011,0.19270199999999998,47.248814,303.125,1085.0,16.25,8.909091,38.570583,1.6785169999999998,0.309102,1.510292,0,8.765004
9.0,1.224915,0.7164189999999999,10.653638,0.48743400000000003,1.0,-0.43047299999999994,0.402464,0.0,0.0,-2.391725,0.0,0,-5.029591,0.312425,2.0798259999999997,3.75,-0.21006799999999998,0.05198200000000001,1.0133729999999999,15.535081,2,-0.9276030000000001,-0.606336,24.025548999999998,791.125,-3.32655,0,2.9453400000000003,3.190188,0.0,0.819868,0.086997,0.0,0.004501,0.147251,170.61768,101.83653000000001,63.98121999999999,0.0,1.262773,49.019615,1.3993520000000002,12,-0.5128189999999999,1,0.124681,0,0.0,0.154419,11.75,0.048279,0.10532000000000001,12,0.504337,0.053136,6.37115,2.644666,20,0,2.720877,0,0.209208,1.229929,185.57648999999998,56.935299,1.1685459999999999,83.43521899999999,0.795924,0.265052,190.75,1.5432780000000001,1,1.7484979999999999,1.67405,359.26477,7.027585,1,2.209796,91.875,0.164398,8,0.7071069999999999,2.8610349999999998,0.338647,36.183426000000004,261.5,958.5,10.125,5.025306,25.592316,2.0461810000000002,0.263752,1.090692,0,8.395707000000002
8.920819,1.28449,0.958037,0.7071069999999999,0.5275479999999999,1.0,-0.41947299999999993,0.204725,12.949531,23.862217,-2.5151950000000003,5.682576,2,-2.083486,0.34084699999999996,1.7902419999999999,6.5,-0.189192,0.40670700000000004,0.9608780000000001,23.975109,2,-1.161608,-0.552134,17.6544,848.375,-2.98844,0,2.2195,3.568233,12.949531,0.7267899999999999,0.043585000000000006,0.0,0.014102000000000002,0.160709,210.85814,123.26463999999999,53.556992,8.619013,1.89976,18.747677,1.6400099999999997,6,-0.46538199999999996,2,0.187476,0,0.0,0.137846,24.25,0.088273,0.165312,6,0.5568770000000001,0.006144,0.0,2.740888,11,0,2.728153,0,0.182548,0.692994,111.479,95.56066899999999,2.146953,95.47493,1.0340850000000001,0.23922,190.375,3.926532,0,4.876951999999999,1.896756,421.26605,8.236329,1,3.50431,134.0,0.112247,10,0.5,4.8012120000000005,0.28547100000000003,47.248814,288.875,1098.75,17.125,8.022222,40.524761,1.889616,0.336662,2.0272639999999997,1,8.492097
8.886057000000001,1.286861,0.747853,0.5,0.480133,1.0,-0.359021,0.310998,0.0,0.0,-2.987715,0.0,2,-2.7191400000000003,0.471375,1.888613,0.0,-0.168542,0.148972,0.789572,19.760618,0,-0.9607110000000001,-0.543706,13.853725,911.25,-5.06648,0,4.43127,3.64121,0.0,0.805723,0.046588,3.500607,0.004254,0.12398900000000002,230.94672000000003,71.565178,93.972664,0.0,0.607625,86.107277,1.483311,12,-0.372413,2,0.050925,0,0.0,0.053517999999999996,10.0,0.027510000000000003,0.059565,12,0.21839499999999998,0.027567,0.0,2.687677,23,0,2.686502,0,0.23293899999999998,1.038422,175.58745,124.25423,0.510736,139.54398,1.2184030000000001,0.24266,248.625,3.219655,0,4.667829,1.553648,493.02855999999997,9.377875999999999,1,3.325513,48.375,0.403173,10,0.5,4.0157099999999994,0.423038,0.0,363.5,1074.125,0.0,7.086925,34.123089,1.756446,0.10884400000000001,1.0223790000000001,0,8.791247
8.886057000000001,1.2983559999999998,0.747853,6.576473,0.480133,1.0,-0.359021,0.310531,0.0,0.0,-2.923874,0.0,2,-5.936401,0.449254,2.023788,0.0,-0.168542,0.09605,0.779788,19.760618,0,-0.9607110000000001,-0.543706,13.853725,922.875,-5.06648,0,4.43127,3.7259860000000002,0.0,0.805723,0.046588,3.500607,0.008078,0.12398900000000002,230.94672000000003,74.247635,92.104332,0.0,0.8763549999999999,86.107277,1.483311,12,-0.372413,2,0.043606,0,0.0,0.053517999999999996,7.75,0.020482,0.052153,12,0.22520900000000002,0.024829,0.0,2.687677,23,0,2.686502,0,0.23293899999999998,1.0368629999999999,178.57193,124.25423,0.6100140000000001,139.54398,1.2293100000000001,0.24266,256.25,3.219655,0,0.0,1.553648,500.80591,9.377875999999999,1,3.4112620000000002,47.625,0.463767,10,0.7071069999999999,4.398361,0.423038,0.0,378.375,1092.625,0.0,7.086925,34.123089,1.7784959999999999,0.096791,0.9923190000000001,0,8.791247
8.853872,1.422012,0.69795,0.5,0.648937,0.677419,-0.43519300000000005,0.35484699999999997,0.0,0.0,-2.60982,5.682576,2,-1.115474,0.077488,1.620999,6.0,-0.192405,0.022604,1.090393,54.73465,1,-0.986865,-0.588738,48.003646999999994,1355.75,-4.6340699999999995,0,4.064737999999999,6.215273000000001,43.102768,0.7535470000000001,0.038768000000000004,0.0,0.02422,0.103907,241.36208,244.23427999999998,106.30434,8.619013,1.961254,12.254904,1.4426709999999998,16,-0.519161,5,0.058811,0,0.0,0.081051,7.75,0.018302000000000002,0.048428,15,0.35290900000000003,0.02075,7.473849,2.67752,22,0,2.666716,0,0.169543,1.6528779999999998,267.12723,178.36668,0.575483,137.17216000000002,1.36268,0.179828,364.75,4.192267,0,0.0,1.136498,508.56085,10.777287,0,3.895979,100.625,0.21614499999999998,18,0.5,4.513958000000001,0.314417,2.640647,491.75,1695.875,15.75,11.92344,75.828964,2.217643,0.150627,0.781809,0,9.561314999999999
8.79588,1.3023360000000002,0.690546,0.5,0.5109199999999999,0.0,-0.366225,0.240592,0.0,0.0,-2.47002,5.682576,2,-14.431314000000002,0.298171,2.546817,6.375,-0.183139,0.043655,0.759324,36.506535,1,-0.955307,-0.5333899999999999,14.763914999999999,922.125,-3.6139300000000003,0,4.27107,3.879153,0.0,0.750463,0.051269,4.4107959999999995,0.007737999999999999,0.10808599999999999,201.71303999999998,117.09965,53.414623,8.619013,0.871609,43.257484000000005,1.3157530000000002,10,-0.428335,2,0.033363,0,0.0,0.134625,2.75,0.012740999999999999,0.033694999999999996,9,0.173376,0.026693,4.717102,2.793872,19,0,2.817727,0,0.165734,0.6009979999999999,140.44955,131.5654,0.548826,84.387878,0.553812,0.32413000000000003,231.25,2.4228490000000003,0,3.68395,1.5789549999999999,466.66787999999997,10.026702,3,2.548449,38.25,0.5915159999999999,9,0.7071069999999999,3.240684,0.27419099999999996,0.136891,363.0,1072.5,17.0,6.481482,17.061544,1.724596,0.074147,1.037942,0,8.658553
8.767004,1.282648,0.958037,0.7071069999999999,0.5275479999999999,1.0,-0.41947299999999993,0.20401,12.949531,23.862217,-2.494647,5.682576,2,-2.1423799999999997,0.341592,1.790425,6.125,-0.189192,0.40329899999999996,0.9555100000000001,23.975109,2,-1.161608,-0.552134,17.6544,848.0,-2.98844,0,2.2195,3.57162,12.949531,0.7267899999999999,0.043585000000000006,0.0,0.013937,0.160709,210.85814,126.28613,53.556828,8.619013,1.8876389999999998,18.747677,1.6400099999999997,6,-0.46538199999999996,2,0.18800799999999998,0,0.0,0.137846,24.375,0.088696,0.16584400000000002,6,0.553741,0.008265999999999999,0.0,2.740888,11,0,2.728153,0,0.182548,0.690573,111.80538,95.56066899999999,2.126296,95.47493,1.037097,0.23922,188.625,3.926532,0,4.668209,1.896756,421.75345,8.236329,1,3.4929019999999995,133.875,0.11194200000000001,10,0.5,4.788266,0.28547100000000003,47.248814,287.5,1101.25,16.375,8.022222,40.524761,1.882428,0.336999,2.0171810000000003,1,8.492097
8.69897,1.378591,0.748876,0.5,0.565523,1.0,-0.391777,0.413792,23.353428,0.0,-2.6471299999999998,0.0,2,-2.876564,0.06549400000000001,1.3944809999999999,3.0,-0.193216,0.04105,1.242918,15.842747,1,-0.9868399999999999,-0.641005,9.654224000000001,1115.375,-4.48229,0,4.1667,5.797999,34.543991,0.82416,0.092778,0.0,0.0616,0.097359,266.43032999999997,82.982063,79.020645,0.0,1.0974549999999998,73.529427,1.612961,16,-0.521753,3,0.07976,0,0.0,0.128866,11.125,0.033692,0.068746,15,0.393957,0.041382,5.646675,2.6816869999999997,22,0,2.6966240000000004,1,0.195391,1.8020650000000002,275.07088999999996,114.69323999999999,1.511562,127.99915,1.258865,0.188519,238.375,4.204656,0,3.641518,1.129627,581.77411,10.23127,1,1.475178,95.625,0.167924,17,0.7071069999999999,1.518684,0.341646,61.428982,348.75,1422.75,8.0,9.666865,43.293403999999995,2.247249,0.165486,1.568877,0,9.154494
