LogBIO,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X233,X234,X235,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X268,X269,X270,X271,X272,X273,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X287,X288,X289,X290,X291,X292,X293,X294,X295,X296,X297,X298,X299,X300,X301,X302,X303,X304,X305,X306,X307,X308,X309
7,65.238998,670.61572,256.6102,171.44365,593.30322,77.3125,0,0,2,3,2,0,12,0,56,0,2,27,25,68.234024,1.218465,0,0,25,0,0,29,0,1,1,0,0,1.186871,-2.770179,-0.613431,0.634511,2.697924,-2.771468,-0.527397,0.7312,2.784875,-2.494244,-0.459516,0.794763,2.973615,35.599003,5,0.166667,12,59,2,30,3,5,0.166667,45,0,880.17297,588.56604,18.47648,16.233412,15.377951,17.192024,13.313994,10.118805,8.55775,10.973894,1,0,85.166557,291.60696,0.922419,0.653195,17,0.556541,76.797112,17.151056,-2.458765,61.854435,0.00819,-5.119479,0.669046,6.820746,0.017564,-9.706362,64.313202,0.382649,0.255651,0.884714,0.115286,1.312485,0.87765,0,-0.852273,-0.386187,0.0621,2.844128,-0.953378,-0.268216,0.145163,2.947717,-0.525599,-0.209456,0.167915,3.113267,0.032894,20.280001,10.15625,5.538462,15.842652,7.85363,4.250457,4.608234,2,0,1,1,5.112,-4.64042,11.256273,0,1,0.079548,0.949908,24,1,4,7,1,3.43,-3.433,1.52216,-1.52216,0.04983,0.228565,68.149216,110.29414,0,0,0,0,2.503756,128.55542,68.173927,0,0,0,0,0,0.993371,0.479106,0.006629,0.006629,0.520894,0,375.1727,180.94711,2.503756,2.503756,196.72934,0,0.470588,0.888889,9808.0352,768.888,9181.5029,9665.6787,3.43,-3.433,0.11895,0.235945,0.757496,0.375254,0.071526,0.242504,0.624746,0.170979,286.08826,141.72478,27.013563,91.588196,235.95168,64.574631,9,0,5.223165,4,0.11895,0.235945,1,5.668,10.999887,3.124314,0,55.318733,10.781946,35.383869,0,200.44618,75.473625,5.243428,11.3788,0,14.124202,4.410796,11.614578,6.37115,269.54865,55.318733,35.383869,5.011345,1.611876,0.908898,12.47,0.410248,5.90689,3.79003,9.169548,377.67645,550.39185,389.75,420.34998,2.503756,0,0,0,353.18558,0,2.503756,4.031852,0.696277,2.535476,1.834436,0.509692,0.119669,0.048392,0.022513,0.008658,0.000014,1140.25,678.375,512.375,451.75,407.25,337.75,213,100,0.5,7.5,7.842194,0.5,0.707107,0.866025,-2.478527,-2.372493,-2.345067,-6.014104,-6.005741,-5.645856,1.350101,171.375,106.875,107.5,29.125,10,3.75,1.5,0.25,0.019517,0.008301,0.505305,0.388722,0.31913,0.417221,0.620207,1.087849,0.671252,0.547815,0.193021,1.238464,3.565102,4.82074,3.716334,3.325059,3.238302,3.115126,1.4804,609.97052,903,1237.75,523.75,128.5,29.125,10,3.75,1.5,0.25,1066.375,416.875,21,0,0,0,0,0,359.513,2172,40,140
7,72.143379,779.57855,296.84003,166.28868,533.38385,246.19473,0,0,3,4,4,0,15,0,64,2,6,32,24,95.148705,1.486698,0,0,25,0,0,32,0,4,3,0,0,1.127169,-2.776114,-0.599602,0.554051,2.677802,-2.882833,-0.547578,0.671441,2.667697,-2.487071,-0.347652,0.747874,2.961901,43.732624,9,0.257143,16,67,1,35,5,9,0.257143,50,0,1566.1279,877.83795,22.501425,18.894829,15.698306,17.225405,15.58405,11.179261,7.118296,8.915816,0,0,130.55135,688.29004,0.987125,0.707552,19,1.212459,111.91195,30.408754,11.335968,74.81041,0.148135,-19.738152,0.066965,6.820613,0.052914,-0.342926,63.474442,0.38077,0.213306,0.684195,0.315805,2.008942,1.126042,0,-0.862857,-0.437701,0.018189,2.825433,-1.370344,-0.320658,0.127741,2.884947,-0.52639,-0.198698,0.169444,3.091911,0.039626,25.103674,12.109375,6.37207,19.296854,9.224153,4.822806,5.56241,7,3,1,0,3.399,-4.23471,12.585902,0,1,0.113666,0.931155,22,1,4,11,1,5.276,-5.279,2.587844,-2.587844,0.096421,0.141376,115.03423,0,0,0,0,13.566921,11.795523,205.57289,72.367058,0,25.857038,12.949531,0,0,0.916193,0.307117,0.05548,0.083807,0.692882,0.028327,418.83121,140.39667,25.362444,38.311974,316.74652,12.949531,0.473684,0.9,16990.719,1888.9392,15474.208,16618.293,5.276,-5.279,0.103108,0.158742,0.569643,0.272144,0.091813,0.430357,0.727856,0.338545,260.4082,124.40898,41.97147,196.73497,332.73419,154.7635,10,0,6.238582,4,0.103108,0.158742,1,3.42887,58.021278,8.383098,16.78553,92.197891,30.233366,89.636139,0,127.79057,37.736813,13.243604,12.79536,23.862217,25.12409,19.909843,16.858006,40.371037,179.67868,97.456673,70.767738,5.733889,1.992055,1.141402,83.82,0.359771,6.129283,4.034337,9.651315,457.14319,616.99512,442.25,489.61951,18.574432,0,0,23.425066,372.33209,12.949531,41.9995,6.06499,0.171802,2.633456,2.142889,1.094903,0.396471,0.172823,0.071397,0.025493,0.004398,1170.5,714,531.75,447.75,387.875,311.375,217.375,130.375,0.866025,0.5,0.707107,0.707107,1.118034,0.5,-2.465594,-2.458818,-2.422944,-6.462381,-6.411128,-6.407806,1.440629,305.875,310.75,225.375,67.125,22.375,9.125,4.125,0.875,0.078514,0.034059,0.512426,0.541241,0.856443,1.188804,1.368615,0.68878,0.375097,0.643685,1.025917,2.135993,3.15374,4.342162,5.224543,5.445155,5.226418,10.332433,1.446762,707.78735,1024,1651.5,927.625,379.875,116.375,41.75,15.25,4.875,0.875,1345.625,616.875,154.5,49.25,19.375,6.125,0.75,0,436.556,3666,50,166
7,63.48579,671.78699,210.27446,149.41699,607.17047,64.616486,0,0,2,3,2,0,12,0,56,0,2,26,23,71.963234,1.285058,0,0,23,0,0,30,0,2,1,0,0,1.159194,-2.799944,-0.568739,0.563317,2.718817,-2.887101,-0.486267,0.664729,2.771971,-2.521983,-0.389348,0.718109,2.991943,38.672211,5,0.172414,12,59,0,29,4,5,0.172414,47,0,735.54004,522.81006,17.769375,15.862789,14.560114,15.907567,12.813994,9.997687,7.580569,9.324064,1,1,60.857471,212.73001,0.931577,0.659789,16,0.17964,99.202171,20.148304,17.714806,79.081253,0.102685,-2.234417,-0.202322,6.636564,0.027069,-6.564309,61.366444,0.313008,0.222417,0.903814,0.096186,1.094901,0.778238,0,-0.855035,-0.385239,0.020734,2.88005,-0.986737,-0.295143,0.134924,2.938163,-0.530201,-0.19277,0.149696,3.134874,0.036591,19.322235,9.467456,5.093426,15.626674,7.587656,4.055716,4.560378,3,0,1,0,4.292,-4.84286,10.736154,0,1,0.061708,0.974395,23,1,4,8,0,3.498,-3.499,1.560991,-1.560991,0.048743,0.222873,101.43427,49.019615,0,0,0,0,2.503756,165.50883,55.377766,0,0,0,0,0,0.993303,0.409148,0.006697,0.006697,0.590852,0,371.34048,152.95764,2.503756,2.503756,220.88661,0,0.5,1,10849.848,657.65002,10384.578,10657.468,3.498,-3.499,0.105489,0.239497,0.749995,0.280759,0.006697,0.250005,0.719241,0.243308,280.38123,104.96007,2.503756,93.463036,268.88419,90.959282,8,0,5.563705,4,0.105489,0.239497,1,4.01234,14.124202,3.124314,0,92.197891,10.781946,73.120682,0,141.14548,37.736813,8.000175,10.8221,0,14.124202,7.53511,11.614578,2.756747,216.61909,92.197891,35.383869,5.241603,1.517472,1.002654,15.71,0.422289,5.857981,3.755742,9.052931,373.84424,531.23981,376.25,407.53369,2.503756,0,0,0,348.64157,0,2.503756,3.376396,0.601662,2.566514,1.895405,0.491585,0.125746,0.055052,0.028717,0.011383,0.000002,1124.125,667.25,499.75,447.375,406.375,344.25,218.75,99.75,0.5,1.870829,2.17945,0.866025,0.5,0.707107,-2.358862,-2.31184,-2.305413,-6.012835,-5.971133,-5.91423,1.358754,187.625,144.875,118.625,32,11.375,5,1.875,0.125,0.022761,0.011176,0.579167,0.394551,0.378997,0.510277,0.597304,0.983405,0.432951,0.732715,0.078853,1.032409,3.045495,3.315672,3.212617,3.899496,3.922063,3.935452,1.458789,603.75415,880.75,1246.625,536.375,126.5,32,11.375,5,1.875,0.125,1059,391.5,7.875,0,0,0,0,0,350.50598,1985,39,136
6.978811,50.562653,565.83392,219.40367,133.88675,435.07654,130.75739,0,0,1,2,3,0,11,0,43,1,4,22,15,65.481079,1.522816,0,0,16,0,0,21,0,5,0,0,1,1.268384,-2.803245,-0.554272,0.56312,2.72311,-2.906041,-0.485864,0.65302,2.69245,-2.519546,-0.414046,0.776018,3.002158,31.177347,2,0.08,11,46,0,25,2,2,0.08,35,0,962.52393,587.36115,14.940947,13.427448,9.836499,10.664926,10.792827,8.751434,4.562278,5.374575,1,0,85.51693,375.16278,1.038502,0.745315,13,0.523636,52.831577,21.061199,-4.028301,37.018559,0.034536,-12.020603,0.198594,5.835641,0.022756,-11.316953,41.046864,0.387753,0.236618,0.768912,0.231088,1.701071,1.038045,0,-0.850666,-0.381455,0.013772,2.784449,-1.334549,-0.319126,0.146385,2.798338,-0.519181,-0.181232,0.169489,3.049076,0.038978,15.5232,6.857143,3.440471,13.008226,5.694838,2.83875,3.367261,5,2,1,0,1.013,-2.12524,8.918624,1,1,0.083379,0.949343,22,1,4,5,0,4.387,-4.387,1.60487,-1.60487,0.119357,0.184849,50.613747,16.439505,0,0,5.682576,12.333695,0,143.34152,30.228168,28.428589,19.760618,0,0,0,0.941282,0.277254,0.058718,0.058718,0.722746,0,288.81213,85.069527,18.016272,18.016272,221.7589,0,0.461538,0.857143,6417.6299,526.48041,5994.4565,6314.3232,4.387,-4.387,0.105311,0.201504,0.623481,0.256581,0.058718,0.376519,0.743419,0.317801,191.30167,78.726204,18.016272,115.52674,228.10222,97.510475,7,0,4.510509,4,0.105311,0.201504,0.636364,1.79974,36.0215,36.695374,3.981969,73.758316,4.115149,37.736813,0,70.143913,18.868406,34.106354,9.03624,0,36.695374,3.124314,8.097117,2.828667,159.64632,73.758316,31.277687,4.214776,1.451974,0.832112,58.279999,0.479388,5.643856,3.429799,8.579843,306.82843,423.23734,303.75,331.79141,11.365152,0,0,17.742489,233.69283,24.357187,29.107641,5.250458,0.136818,2.749243,2.312336,1.253682,0.441901,0.248686,0.120748,0.046129,0.007254,853.375,502.75,368.375,315.875,272.625,230.25,151.125,82.125,0.5,0.5,0.707107,0.707107,0.5,0.866025,-2.516712,-2.462421,-2.449677,-6.539948,-6.372346,-6.349861,1.302434,203.75,224,214.75,69.875,33.25,15.25,6.375,1,0.123855,0.059755,1.131874,0.961961,1.204387,1.530425,1.852214,1.911598,1.003005,0.583227,0.726902,2.021457,3.257543,3.769563,4.108576,4.513885,5.26518,5.310552,1.415797,500.86618,709.125,1252.125,719.625,314.75,101.375,45.625,18.875,6.375,1,1048.375,495.625,100,31.5,12.375,3.625,0,0,315.44501,1146,33,120
6.966576,69.963409,728.2077,274.37372,244.99106,689.73273,38.474976,0,0,2,3,2,0,21,0,57,0,2,30,27,77.12645,1.353096,0,0,26,0,0,27,0,3,0,0,1,1.007784,-2.764593,-0.579745,0.678938,2.663023,-2.883786,-0.47461,0.816391,2.578081,-2.470336,-0.439194,0.878075,2.952193,37.076588,5,0.147059,22,61,0,34,3,5,0.147059,39,0,1151.5465,1028.2275,20.338287,18.23723,15.670844,17.769375,14.759152,11.606401,8.034963,10.659833,0,0,29.382671,123.31907,0.979199,0.696161,18,0.438005,127.4624,17.444122,28.987959,92.306091,0.116593,-14.979795,0.399696,7.99008,0.270459,9.205817,63.318134,0.376779,0.33643,0.947165,0.052835,1.581344,1.411998,0,-0.853624,-0.370084,0.073685,2.780372,-0.986761,-0.272054,0.17426,2.851705,-0.515181,-0.193608,0.205162,3.069243,0.048345,21.82526,10.29244,5.333334,17.063271,7.974089,4.10552,4.535468,3,0,1,1,5.308,-6.32337,12.678137,0,1,0.084697,0.958667,28,0,5,7,2,4.197,-4.197,1.645666,-1.645666,0.106154,0.182037,55.005127,136.78,0,0,0,5.682576,0,138.85051,57.884182,0,19.760618,0,0,0,0.986273,0.477018,0.013727,0.013727,0.522982,0,408.28043,197.46771,5.682576,5.682576,216.4953,0,0.5,1,14350.406,1189.6471,13465.301,14045.865,4.197,-4.197,0.08792,0.199666,0.826931,0.426817,0.013727,0.173069,0.573183,0.159342,342.31882,176.68665,5.682576,71.644203,237.27637,65.961624,9,0,5.890439,5,0.08792,0.199666,0.633333,5.63639,3.124314,19.909843,0,92.197891,4.115149,18.868406,0,220.97929,0,67.360451,12.8592,0,19.909843,3.124314,4.115149,13.844998,228.75945,92.197891,64.603706,5.387799,1.696454,1.184637,19.370001,0.386322,6.087463,3.942123,9.4577,413.96301,594.09955,422.375,454.23483,5.682576,0,0,0,389.06195,0,5.682576,4.614166,0.380265,2.575085,2.009665,0.758402,0.158969,0.090022,0.043917,0.014054,0,1254.375,761.375,566.5,483.875,428.25,364.375,245,137.75,3.162278,6.519202,7.035624,0.707107,0.5,0.5,-2.353076,-2.321099,-2.319952,-5.647002,-5.602981,-5.592694,1.384102,220.75,198,172.375,46.375,20.625,8.5,3,0,0.036408,0.017567,0.537558,0.493976,0.488458,0.636892,0.801468,1.138664,0.81966,0.480966,0.350657,1.361042,3.09683,4.245753,4.160333,4.130759,4.467166,0,1.481435,658.14551,975,1448,701.375,210.375,46.375,20.625,8.5,3,0,1227.25,503.375,38,0,0,0,0,0,413.58899,3006,46,162
6.958607,75.889206,775.1861,289.87292,317.33612,664.68213,110.50397,0,0,2,3,3,0,18,0,63,1,4,35,29,99.356758,1.577092,0,0,28,1,1,28,0,4,1,0,0,1.025453,-2.796701,-0.602958,0.626604,2.731534,-2.899837,-0.466393,0.812576,2.798952,-2.512013,-0.436485,0.85142,3.011391,39.790794,5,0.125,18,68,1,40,3,5,0.125,49,0,1641.2605,1797.0745,23.940582,20.217049,16.455301,18.501425,17.063683,12.632106,8.569273,11.065646,2,2,27.463198,155.81395,1.058782,0.753436,18,1.856879,115.54644,43.048134,5.096646,72.391327,0.02637,-4.512183,-2.070033,9.830763,0.010668,-7.680121,67.294678,0.37394,0.409368,0.857448,0.142552,2.117247,2.318249,0,-0.854097,-0.414057,0.069252,2.986124,-1.03909,-0.287811,0.214225,3.051938,-0.521291,-0.194197,0.203568,3.254129,0.08829,25.2875,11.00654,5.306508,19.997913,8.640601,4.143754,4.936971,5,1,1,1,4.808,-6.27045,13.66672,0,1,0.217539,0.88179,32,0,6,7,3,5.662,-5.663,2.338351,-2.338351,0.140105,0.130841,88.856354,90.856468,0,0,25.475557,0,0.136891,142.26967,73.11451,9.020845,8.619013,0,0,17.440542,0.905542,0.450482,0.056194,0.094458,0.549518,0.038264,412.73685,205.32527,25.612448,43.05299,250.46458,17.440542,0.5,1,15154.337,3140.6855,12730.674,14437.315,5.662,-5.663,0.121865,0.143034,0.732194,0.431392,0.030066,0.267806,0.568608,0.23774,333.72656,196.62396,13.703812,122.06328,259.16589,108.35947,9,0,5.555502,6,0.121865,0.143034,0.714286,5.821,3.124314,29.089334,9.121018,110.63747,9.556724,0,7.911403,194.07503,22.850374,83.484467,13.79837,23.862217,21.20874,12.245332,21.450096,23.524246,212.94344,115.46742,39.148643,4.617492,2.181393,1.372025,38.82,0.348158,6.321928,3.917519,9.940873,455.78986,651.69403,463.75,497.47455,13.566921,0,0,5.682576,395.46295,17.440542,19.249496,3.363308,0.184571,2.577047,2.072994,1.057891,0.35126,0.17335,0.09685,0.042799,0.012171,1230.625,734.875,546.5,463.875,406.5,348.625,225.25,130.125,0.5,0.5,0.707107,1.118034,1.224745,2.061553,-2.625912,-2.57923,-2.526994,-7.094542,-6.9006,-6.856432,1.413955,335.375,311.125,268.25,96.5,42.375,20.5,8.25,2.375,0.088975,0.047696,0.355884,0.375257,0.39301,0.509092,0.615006,0.59825,0.611931,0.665706,0.564642,0.834916,1.47127,2.766037,3.454456,3.204276,2.643026,2.946436,1.492477,712.15491,1062.875,1642.5,888.125,365.375,111.5,48.625,22.125,8.25,2.375,1307.125,577,97.125,15,6.25,1.625,0,0,491.00998,4134,59,196
6.958607,66.579376,664.05621,194.54457,122.70695,609.65869,54.397518,0,0,2,3,2,0,12,0,59,0,2,27,24,75.036842,1.271811,0,0,24,0,0,32,0,2,1,0,0,1.1683,-2.790088,-0.559388,0.597072,2.708502,-2.883356,-0.469527,0.706942,2.825192,-2.509173,-0.40412,0.756613,2.983429,40.858624,6,0.2,12,62,0,30,5,6,0.2,50,0,680.51691,429.35162,18.47648,16.569895,15.26722,16.614674,13.347668,10.530543,8.113425,9.857739,1,1,71.837616,251.16528,0.920829,0.656025,16,0.377677,105.26662,21.28047,18.207853,81.511795,0.232302,-3.931273,0.252591,7.545644,0.025067,-5.556172,63.30394,0.292964,0.184784,0.918083,0.081917,1.024788,0.646559,0,-0.855117,-0.389588,0.052092,2.901928,-0.986724,-0.28233,0.14258,2.988636,-0.526234,-0.187358,0.163909,3.156869,0.084868,20.280001,10.15625,5.135802,16.538734,8.213771,4.127839,5.03131,3,0,1,0,4.707,-5.04463,11.206568,0,1,0.194159,0.888855,23,1,4,9,1,3.498,-3.499,1.610206,-1.610206,0.04921,0.215893,97.880684,61.274521,0,0,0,0,2.503756,174.03961,55.377766,0,0,0,0,0,0.993598,0.413369,0.006402,0.006402,0.586631,0,388.57257,161.65895,2.503756,2.503756,229.41737,0,0.5,1,7991.647,1489.8142,6820.3247,7673.1548,3.498,-3.499,0.105489,0.239497,0.761011,0.268388,0.006402,0.238989,0.731612,0.232587,297.61331,104.96007,2.503756,93.463036,286.11627,90.959282,8,0,4.682198,4,0.105489,0.239497,1,4.71747,14.124202,3.124314,0,92.197891,6.37115,54.252274,4.410796,141.14548,75.473625,8.000175,11.3002,0,14.124202,3.124314,16.025373,2.756747,235.4875,92.197891,35.383869,4.238921,2.06669,1.23489,15.71,0.410248,5.90689,3.767762,9.166742,391.07632,555.66895,395.875,426.0336,2.503756,0,0,0,364.45007,0,2.503756,4.882689,0.763251,2.498965,1.770358,0.497564,0.109304,0.051197,0.027268,0.01172,0,1099.625,654.375,502,451.375,403.125,330.5,197.375,86.875,0.5,0.5,0.707107,0.5,1,0.5,-2.717971,-2.652159,-2.648494,-5.903893,-5.870464,-5.743861,1.336119,175.375,126.5,103.125,28,11.5,4.75,1.75,0,0.022908,0.010523,0.685054,0.644074,0.693,0.727286,0.793747,0.777222,0.540577,0.513755,0.34433,0.589363,1.704162,3.233463,4.382693,4.979806,4.92653,0,1.494578,602.59485,900.625,1195.375,501,128.25,28,11.5,4.75,1.75,0,1020,374.5,25.125,0,0,0,0,0,364.53299,2184,42,140
6.950782,61.34341,629.87482,251.50905,187.44496,594.47278,35.402069,0,0,2,3,1,0,12,0,52,0,1,25,24,58.001804,1.115419,0,0,24,0,0,27,0,1,0,0,0,1.199885,-2.770194,-0.62877,0.656862,2.697872,-2.77147,-0.537594,0.753618,2.784646,-2.49424,-0.48692,0.819158,2.973575,31.49659,4,0.142857,12,55,2,28,3,4,0.142857,41,0,809.35614,603.57281,16.89913,14.902514,14.455301,16.321779,12.382143,9.595749,8.647066,11.157398,1,1,64.064087,205.78333,0.907365,0.639406,15,0.364985,66.916542,7.846766,0.446805,59.315987,0.00908,-1.918302,0.654655,6.379333,0.05058,-7.289283,58.869183,0.3993,0.297591,0.943795,0.056205,1.284947,0.958242,0,-0.852276,-0.388898,0.063156,2.827764,-0.953377,-0.263861,0.147434,2.928647,-0.525599,-0.216057,0.170638,3.097364,0.045149,18.367348,9.273923,5.041666,14.046873,7.007457,3.775172,3.937314,1,0,1,1,5.156,-4.59004,10.570232,0,1,0.103762,0.938909,24,1,4,6,1,3.218,-3.22,1.301138,-1.301138,0.047921,0.229123,43.639412,147.05885,0,0,0,0,0,103.55776,51.184631,0,0,0,0,0,1,0.552044,0,0,0.447957,0,345.44064,190.69826,0,0,154.7424,0,0.466667,0.875,7743.4873,786.69373,7118.5522,7581.729,3.218,-3.22,0.126787,0.251553,0.814478,0.438501,0.070952,0.185522,0.561499,0.11457,281.35388,151.47592,24.509808,64.086784,193.96472,39.576973,8,0,4.84785,4,0.126787,0.251553,0,5.6594,0,3.124314,0,55.318733,10.781946,0,0,218.08936,75.473625,0,10.7236,0,3.124314,4.410796,6.37115,6.37115,287.19183,55.318733,0,4.542132,1.703022,0.965125,3.24,0.435133,5.807355,3.655807,8.950781,345.44064,515.30127,363.125,391.94177,0,0,0,0,324.87714,0,0,3.632442,1.091234,2.526316,1.761399,0.342429,0.067847,0.034772,0.016856,0.003091,0,1118.75,655.375,494.875,446.125,408,353.875,202,85.5,0.5,1.118034,1.581139,0.5,1,0.5,-2.345855,-2.309636,-2.255867,-5.692955,-5.593717,-5.201885,1.331129,110,19.125,58.125,15.875,6.75,2.625,0.5,0,0.01364,0.005884,0.239015,0.223789,0.263561,0.25783,0.271059,0.337834,0.499585,0.797726,0.140587,0.304807,1.967856,3.515103,3.429478,3.394542,3.250733,0,1.466898,574.00061,842,1137.25,432.25,77,15.875,6.75,2.625,0.5,0,1027.25,413.125,18.875,0,0,0,0,0,329.487,1722,36,130
6.946922,67.807793,707.62054,256.91171,194.79224,553.5603,154.06027,0,0,2,3,2,0,15,0,59,1,3,29,24,79.77282,1.352082,0,0,25,0,0,30,0,2,2,0,0,1.115403,-2.800963,-0.600652,0.654584,2.718603,-2.801112,-0.493729,0.766263,2.774373,-2.526704,-0.460619,0.819297,2.988596,38.310211,7,0.21875,16,62,1,32,5,8,0.25,45,0,973.18158,738.06781,20.053831,17.194067,15.430357,17.062267,14.241515,10.699973,8.396118,10.415816,0,0,62.119473,235.11377,0.952795,0.680646,18,1.228575,65.256065,14.18849,-0.272596,52.047581,0.047178,-5.732045,0.020964,5.633239,0.058192,-6.681389,52.320179,0.363064,0.275278,0.782284,0.217716,1.375287,1.043028,0,-0.8629,-0.408904,0.071989,2.827705,-0.952297,-0.266339,0.155279,2.913112,-0.52778,-0.203885,0.185199,3.085756,0.045053,22.203125,11.039481,5.825793,17.241621,8.490058,4.448519,5.047668,4,1,1,1,5.536,-4.64928,11.818069,0,1,0.13104,0.911616,22,1,4,9,1,3.788,-3.789,1.923711,-1.923711,0.152609,0.187329,124.26534,61.274521,0,0,0,13.566921,2.640647,125.37177,51.184631,0,8.619013,0,14.708499,0,0.923024,0.50232,0.040354,0.076976,0.49768,0.036622,370.71527,201.74742,16.207567,30.916067,199.88391,14.708499,0.5,1,12031.054,1543.6307,10738.666,11779.811,3.788,-3.789,0.167371,0.213777,0.699429,0.353489,0.081708,0.300571,0.64651,0.218863,280.9126,141.97246,32.816593,120.71873,259.65887,87.902145,9,0,5.550426,4,0.167371,0.213777,1,5.15677,0,10.869778,27.785418,55.318733,33.418941,54.252274,4.410796,163.07693,75.473625,0,11.74332,34.862103,3.124314,16.78553,13.967521,4.717102,252.70186,63.064198,35.383869,5.032382,1.84924,1.068152,45.330002,0.388286,6,3.938818,9.365276,401.63132,573.75952,409.875,448.32199,13.566921,0,0,5.682576,340.10913,17.212255,19.249496,4.271616,0.240492,2.590168,2.030389,0.774239,0.283498,0.134033,0.052413,0.010366,0.000128,1099.375,661.75,499.125,441.625,394.25,331.125,209.125,102.25,4.690416,5.024938,0.5,0.707107,0.5,1.118034,-2.725111,-2.665697,-2.602511,-6.165737,-5.845118,-5.809887,1.387707,295.5,254,187.125,58.875,23.5,7.25,1.75,0.125,0.059103,0.01953,1.166752,0.974535,1.063078,1.330913,1.562514,1.643865,0.969981,0.777736,0.34467,1.733791,3.650405,4.015148,3.313916,2.399535,4.502162,5.337613,1.467797,651.14575,955.75,1433,725.5,249.625,74.625,29.5,8.625,1.75,0.125,1137.5,471.5,62.5,15.75,6,1.375,0,0,390.52698,2801,43,150
6.935542,74.803757,752.24451,239.46149,146.98619,614.2663,137.97821,0,0,3,4,4,0,12,0,67,1,5,32,25,95.181862,1.420625,0,0,26,0,0,35,0,3,3,0,0,1.138041,-2.773464,-0.541951,0.569126,2.680592,-2.889044,-0.484697,0.670452,2.746878,-2.483436,-0.384947,0.71416,2.962085,47.672245,8,0.228571,12,70,1,35,5,9,0.257143,57,0,1199.4625,736.69476,22.338287,19.309042,16.689871,18.062267,15.70704,11.747687,7.910519,9.616157,1,1,92.475296,462.76779,0.96517,0.691663,18,1.363696,123.67261,28.804544,13.867518,83.451836,0.045122,-2.336554,1.028126,7.78927,0.016532,2.553706,69.58432,0.318329,0.195397,0.816578,0.183422,1.594512,0.979329,0,-0.854593,-0.400774,0.03678,2.868672,-1.161801,-0.320169,0.134996,2.907759,-0.524059,-0.188599,0.153781,3.124229,0.118055,25.103674,12.63015,6.37207,20.177397,10.075958,5.056668,6.353332,6,1,1,0,3.346,-4.43891,12.758298,0,1,0.230626,0.897152,23,1,4,11,1,5.009,-5.012,2.406071,-2.406071,0.094927,0.147712,75.987045,49.019615,0,0,0,13.566921,5.144404,225.42192,72.367058,0,8.619013,12.949531,0,0,0.931629,0.310355,0.040407,0.068371,0.689645,0.027964,431.41464,143.71799,18.711325,31.660854,319.35751,12.949531,0.5,1,11535.129,2500.5425,9727.2998,10842.415,5.009,-5.012,0.113596,0.167199,0.634122,0.235194,0.040407,0.365878,0.764806,0.325471,293.64636,108.91273,18.711325,169.42914,354.16278,150.7178,9,0,5.134291,4,0.113596,0.167199,1,3.45217,43.134842,8.383098,23.862217,110.63747,6.37115,89.636139,4.410796,123.50229,56.605217,13.243604,12.79467,23.862217,25.12409,21.135065,21.268803,2.756747,198.97591,115.89626,70.767738,4.553234,2.237277,1.564452,54.040001,0.359771,6.129283,3.988419,9.654675,463.0755,632.65466,453.375,492.86215,18.574432,0,0,5.682576,397.24954,12.949531,24.25701,5.696001,0.271827,2.498354,1.833592,0.817562,0.297994,0.128856,0.06283,0.026108,0.006466,1142.625,680.25,521.625,459.375,405.5,320.5,186.5,83.5,0.707107,0.5,0.5,0.5,0.707107,0.866025,-2.532472,-2.512022,-2.476185,-6.978144,-6.868954,-6.703058,1.387401,221.5,219,208.75,69.875,28.625,12.25,5.5,1.25,0.064941,0.029116,0.954372,0.889934,0.919986,1.032647,1.187672,1.500691,1.169047,0.599004,0.161362,1.243644,2.710825,4.037891,4.818865,5.655821,5.760347,7.287624,1.506291,685.29254,1032.25,1411.875,690.125,278,84.125,33.875,13.375,5.5,1.25,1190.375,471.125,69.25,14.25,5.25,1.125,0,0,437.58398,3608,52,164
